_id,cons,pros,comment,aspect,description,mainTheme,secondaryTheme,sentiment,stage,signal
397796363,В Алисе можно пульт от телевизора подцепить на пульт тут этого нет,Цена по сравнению с Алисой. Нареканий к плееру нет. Интернет держит хорошо,Можно брать дешевле Алисы работает также только зовут по другому,Цена,цена ниже аналогичной модели с Алисой,Выбор и покупка,Цена и промо-предложения,1,Выбор и покупка,Выгодная цена или акция
397796363,В Алисе можно пульт от телевизора подцепить на пульт тут этого нет,Цена по сравнению с Алисой. Нареканий к плееру нет. Интернет держит хорошо,Можно брать дешевле Алисы работает также только зовут по другому,Работа устройства (интернет),держит интернет хорошо,Просмотр онлайн-контента,Интернет-соединение при просмотре онлайн-контента,1,Просмотр онлайн-контента,Стабильное интернет-соединение при просмотре онлайн-контента
397796363,В Алисе можно пульт от телевизора подцепить на пульт тут этого нет,Цена по сравнению с Алисой. Нареканий к плееру нет. Интернет держит хорошо,Можно брать дешевле Алисы работает также только зовут по другому,Совместимость устройств,нельзя подключить пульт от телевизора к приставке,Выбор и покупка,Совместимость устройств и сценариев,-1,Выбор и покупка,Проблемы совместимости ТВ с устройствами или сервисами
397776347,"иногда тормозит, ютуб очень плохо работает","крепление самой приставки туда, где тебе необходимо, удобный пульт",в целом за свои деньги неплохо,Цена,в целом за свои деньги неплохо,Выбор и покупка,Соотношение цена–качество,1,Выбор и покупка,Хорошее соотношение цены и качества
397776347,"иногда тормозит, ютуб очень плохо работает","крепление самой приставки туда, где тебе необходимо, удобный пульт",в целом за свои деньги неплохо,Удобство крепления,"крепление самой приставки туда, где тебе необходимо",Выбор и покупка,Внешний вид и ощущение качества,1,Выбор и покупка,Положительная оценка внешнего вида и сборки
397776347,"иногда тормозит, ютуб очень плохо работает","крепление самой приставки туда, где тебе необходимо, удобный пульт",в целом за свои деньги неплохо,Удобство использования (пульт),удобный пульт,Системная производительность и управление устройством,Управление с пульта,1,Системная производительность и управление устройством,Удобное управление с пульта
397776347,"иногда тормозит, ютуб очень плохо работает","крепление самой приставки туда, где тебе необходимо, удобный пульт",в целом за свои деньги неплохо,Производительность,иногда тормозит,Системная производительность и управление устройством,Производительность системы,-1,Системная производительность и управление устройством,Низкая производительность системы
397776347,"иногда тормозит, ютуб очень плохо работает","крепление самой приставки туда, где тебе необходимо, удобный пульт",в целом за свои деньги неплохо,Работа приложений (YouTube),ютуб очень плохо работает,Приложения и каталог приложений,Работа приложений,-1,Приложения и каталог приложений,Проблемы с работой приложений
397704987,"Яндексу проигрывает немного, там удобнее что пульт объединяется с ТВ, и подвисает реже. Но там и установка посложнее чуть. Возможно подписание  исчезнет с обновлениями.","Дизайн, цена, удобство установки.","В целом удобная вещь.За ту цену что купила вообще топ, это цена Китая, хотя тут конечно нет китайских наворотов, но мне и не надо, приятнее с меню, написанным родным, корректным языком работать.",Цена,"за такую цену вообще топ, это цена Китая",Выбор и покупка,Цена и промо-предложения,1,Выбор и покупка,Выгодная цена или акция
397704987,"Яндексу проигрывает немного, там удобнее что пульт объединяется с ТВ, и подвисает реже. Но там и установка посложнее чуть. Возможно подписание  исчезнет с обновлениями.","Дизайн, цена, удобство установки.","В целом удобная вещь.За ту цену что купила вообще топ, это цена Китая, хотя тут конечно нет китайских наворотов, но мне и не надо, приятнее с меню, написанным родным, корректным языком работать.",Дизайн,дизайн приятный,Выбор и покупка,Внешний вид и ощущение качества,1,Выбор и покупка,Положительная оценка внешнего вида и сборки
397704987,"Яндексу проигрывает немного, там удобнее что пульт объединяется с ТВ, и подвисает реже. Но там и установка посложнее чуть. Возможно подписание  исчезнет с обновлениями.","Дизайн, цена, удобство установки.","В целом удобная вещь.За ту цену что купила вообще топ, это цена Китая, хотя тут конечно нет китайских наворотов, но мне и не надо, приятнее с меню, написанным родным, корректным языком работать.",Удобство установки,удобно устанавливать,Первый опыт,"Настройка устройства (процесс, инструкция, UX)",1,Первый опыт,Удобная настройка устройства
397704987,"Яндексу проигрывает немного, там удобнее что пульт объединяется с ТВ, и подвисает реже. Но там и установка посложнее чуть. Возможно подписание  исчезнет с обновлениями.","Дизайн, цена, удобство установки.","В целом удобная вещь.За ту цену что купила вообще топ, это цена Китая, хотя тут конечно нет китайских наворотов, но мне и не надо, приятнее с меню, написанным родным, корректным языком работать.",Функциональность,проигрывает Яндексовской приставке функциональностью пульта и стабильностью работы,Системная производительность и управление устройством,Производительность системы,-1,Системная производительность и управление устройством,Низкая производительность системы
397402506,,"Маленький, удобный , на пульте всё просто.","Настроили сами без помощи специалистов, классно.",Удобство настройки,Настроили сами без помощи специалистов,Первый опыт,"Настройка устройства (процесс, инструкция, UX)",1,Первый опыт,Удобная настройка устройства
397402506,,"Маленький, удобный , на пульте всё просто.","Настроили сами без помощи специалистов, классно.",Габариты устройства,Маленький,Выбор и покупка,Внешний вид и ощущение качества,1,Выбор и покупка,Положительная оценка внешнего вида и сборки
397402506,,"Маленький, удобный , на пульте всё просто.","Настроили сами без помощи специалистов, классно.",Удобство использования,На пульте всё просто,Системная производительность и управление устройством,Управление с пульта,1,Системная производительность и управление устройством,Удобное управление с пульта
397170817,"пока не нашел ,работает тлично","прост в управлении,понятное меню",,Удобство управления,прост в управлении,Системная производительность и управление устройством,Навигация и логика интерфейса,1,Системная производительность и управление устройством,Удобная навигация и логика интерфейса
397170817,"пока не нашел ,работает тлично","прост в управлении,понятное меню",,Интерфейс,понятное меню,Системная производительность и управление устройством,Навигация и логика интерфейса,1,Системная производительность и управление устройством,Удобная навигация и логика интерфейса
397170817,"пока не нашел ,работает тлично","прост в управлении,понятное меню",,Стабильность работы,работает отлично,Системная производительность и управление устройством,Стабильность системы,1,Системная производительность и управление устройством,Стабильная работа системы
397132150,С момента включения только одни недостатки.,Красивая упаковка и красивая задумка,"Постоянно теряет интернет, забывает подключение каждые 3-12 минут. Выпадает в ошибку. И даже после того как это смогло обновиться, оно продолжило так же теряться.",Подключение к интернету,"Постоянно теряет интернет, забывает подключение каждые 3-12 минут",Просмотр онлайн-контента,Интернет-соединение при просмотре онлайн-контента,-1,Просмотр онлайн-контента,Проблемы с интернет-соединением при просмотре онлайн-контента
397132150,С момента включения только одни недостатки.,Красивая упаковка и красивая задумка,"Постоянно теряет интернет, забывает подключение каждые 3-12 минут. Выпадает в ошибку. И даже после того как это смогло обновиться, оно продолжило так же теряться.",Ошибка работы,Выпадает в ошибку,Системная производительность и управление устройством,Стабильность системы,-1,Системная производительность и управление устройством,Проблемы со стабильностью системы
397132150,С момента включения только одни недостатки.,Красивая упаковка и красивая задумка,"Постоянно теряет интернет, забывает подключение каждые 3-12 минут. Выпадает в ошибку. И даже после того как это смогло обновиться, оно продолжило так же теряться.",Обновление ПО,После обновления продолжает терять соединение,Системная производительность и управление устройством,Обновления системы,-1,Системная производительность и управление устройством,Проблемы с обновлениями системы
397132150,С момента включения только одни недостатки.,Красивая упаковка и красивая задумка,"Постоянно теряет интернет, забывает подключение каждые 3-12 минут. Выпадает в ошибку. И даже после того как это смогло обновиться, оно продолжило так же теряться.",Упаковка,Красивая упаковка,Доставка/распаковка,Состояние упаковки,1,Доставка/распаковка,Хорошее состояние упаковки
397132150,С момента включения только одни недостатки.,Красивая упаковка и красивая задумка,"Постоянно теряет интернет, забывает подключение каждые 3-12 минут. Выпадает в ошибку. И даже после того как это смогло обновиться, оно продолжило так же теряться.",Концепция продукта,Красивая задумка,,,1,,
397046121,маленький HDMI в комплекте.,удобная. компактная. много приложений.,"Подключил к телевизору, подключил геймпад. и играю через облачные сервисы в киберпанк и все современные игры.",Удобство использования,"удобная, компактная",Системная производительность и управление устройством,Навигация и логика интерфейса,1,Системная производительность и управление устройством,Удобная навигация и логика интерфейса
397046121,маленький HDMI в комплекте.,удобная. компактная. много приложений.,"Подключил к телевизору, подключил геймпад. и играю через облачные сервисы в киберпанк и все современные игры.",Функциональность (количество приложений),много приложений,Приложения и каталог приложений,Каталог приложений,1,Приложения и каталог приложений,Удовлетворенность каталогом приложений
397046121,маленький HDMI в комплекте.,удобная. компактная. много приложений.,"Подключил к телевизору, подключил геймпад. и играю через облачные сервисы в киберпанк и все современные игры.",Комплектация (HDMI-кабель),маленький HDMI в комплекте,Доставка/распаковка,Комплектация и соответствие товара,-1,Доставка/распаковка,Несоответствие товара заказу или комплектации
393753203,"нету, от слова совсем.","проводной интерфейс rj45, шустрый","ожидания на 5 баллов, реальность, на 7 баллов",Интерфейс подключения (RJ45),проводной интерфейс rj45,Первый опыт,Подключение интернета при первичной настройке,1,Первый опыт,Успешное подключение интернета при настройке
393753203,"нету, от слова совсем.","проводной интерфейс rj45, шустрый","ожидания на 5 баллов, реальность, на 7 баллов",Производительность,шустрый,Системная производительность и управление устройством,Производительность системы,1,Системная производительность и управление устройством,Высокая производительность системы
396956646,,"Топ, подключил к Самсунгу 2017 года , тв стал современным",,Совместимость,подключился к телевизору Samsung 2017 года выпуска,Выбор и покупка,Совместимость устройств и сценариев,1,Выбор и покупка,Успешная совместимость ТВ с устройствами
396956646,,"Топ, подключил к Самсунгу 2017 года , тв стал современным",,Функциональность,телевизор стал современным после подключения,Выбор и покупка,Экосистема и дополнительные функции,1,Выбор и покупка,Положительная оценка экосистемы и умных функций
396945292,нет,"все летает, настройка понятная и удобная, картинка яркая, звук отличный",рекомендую,Производительность,все летает,Системная производительность и управление устройством,Производительность системы,1,Системная производительность и управление устройством,Высокая производительность системы
396945292,нет,"все летает, настройка понятная и удобная, картинка яркая, звук отличный",рекомендую,Удобство настройки,настройка понятная и удобная,Первый опыт,"Настройка устройства (процесс, инструкция, UX)",1,Первый опыт,Удобная настройка устройства
396945292,нет,"все летает, настройка понятная и удобная, картинка яркая, звук отличный",рекомендую,Качество изображения,картинка яркая,Первый опыт,HDR и качество изображения,1,Первый опыт,Положительная оценка качества изображения
396945292,нет,"все летает, настройка понятная и удобная, картинка яркая, звук отличный",рекомендую,Звук,звук отличный,Системная производительность и управление устройством,Качество видео и аудио при просмотре онлайн-контента,1,,
375786031,Нет,"Миниатюрная, продуманное крепление на телевизор, не занимает место. Повесил и забыл",Отличная вещь,Габариты устройства,"Миниатюрная, продумано крепление на телевизор, не занимает место",Выбор и покупка,Внешний вид и ощущение качества,1,Выбор и покупка,Положительная оценка внешнего вида и сборки
396925612,,"Отличная приставка , моему телику уже 15 лет как я его купила и 50 как он стоял на распродаже … очень шустрая намного приятней чем Яндекс 🫣",,Производительность,"очень шустрая, намного приятней чем Яндекс",Системная производительность и управление устройством,Производительность системы,1,Системная производительность и управление устройством,Высокая производительность системы
396795902,нет все хорошо,приставка супер . хорошее изображение много функций,,Изображение,изображение хорошее,Первый опыт,HDR и качество изображения,1,Первый опыт,Положительная оценка качества изображения
396795902,нет все хорошо,приставка супер . хорошее изображение много функций,,Функциональность,много функций,Выбор и покупка,Экосистема и дополнительные функции,1,Выбор и покупка,Положительная оценка экосистемы и умных функций
396858555,,,всем довольны. показывает всё. в настройках разобрались сразу.,Функциональность,показывает всё,Системная производительность и управление устройством,Производительность системы,1,Системная производительность и управление устройством,Высокая производительность системы
396858555,,,всем довольны. показывает всё. в настройках разобрались сразу.,Удобство использования,в настройках разобрались сразу,Первый опыт,"Настройка устройства (процесс, инструкция, UX)",1,Первый опыт,Удобная настройка устройства
363941980,,всё хорошо работает. я довольна. прост в работе.,пока не подключала. жду помощь от доченьки.,Простота использования,прост в работе,Системная производительность и управление устройством,Навигация и логика интерфейса,1,Системная производительность и управление устройством,Удобная навигация и логика интерфейса
363941980,,всё хорошо работает. я довольна. прост в работе.,пока не подключала. жду помощь от доченьки.,Функциональность,всё хорошо работает,Системная производительность и управление устройством,Производительность системы,1,Системная производительность и управление устройством,Высокая производительность системы
396488855,"Не выявил пока,все устроивает","Беру вторую,удобно пользоваться",,Удобство использования,удобно пользоваться,Системная производительность и управление устройством,Навигация и логика интерфейса,1,Системная производительность и управление устройством,Удобная навигация и логика интерфейса
396383719,"Пока нет, пользуемся недолго","Работает, подключили к старенькому самсунгу, всё заработало, ловит wf, лучше чем наш телевизор со встроенным смартом","Нам понравилось, хотели менять телевизор, так как приходилось смотреть фильмы в комнате, а теперь смотрим в спальне",Совместимость,"подключили к старенькому самсунгу, всё заработало",Выбор и покупка,Совместимость устройств и сценариев,1,Выбор и покупка,Успешная совместимость ТВ с устройствами
396383719,"Пока нет, пользуемся недолго","Работает, подключили к старенькому самсунгу, всё заработало, ловит wf, лучше чем наш телевизор со встроенным смартом","Нам понравилось, хотели менять телевизор, так как приходилось смотреть фильмы в комнате, а теперь смотрим в спальне",Поддержка Wi-Fi,ловит wf,Системная производительность и управление устройством,Интернет-соединение при просмотре онлайн-контента,1,,
396383719,"Пока нет, пользуемся недолго","Работает, подключили к старенькому самсунгу, всё заработало, ловит wf, лучше чем наш телевизор со встроенным смартом","Нам понравилось, хотели менять телевизор, так как приходилось смотреть фильмы в комнате, а теперь смотрим в спальне",Функциональность,лучше чем наш телевизор со встроенным смартом,Выбор и покупка,Соотношение цена–качество,1,Выбор и покупка,Хорошее соотношение цены и качества
396255149,Отличное от других управление. Привыкнуть надо.,С возлагаемой задачей справляется. Настроилась приставка за терпимое время.,,Функциональность,с возлагаемой задачей справляется,Системная производительность и управление устройством,Производительность системы,1,Системная производительность и управление устройством,Высокая производительность системы
396255149,Отличное от других управление. Привыкнуть надо.,С возлагаемой задачей справляется. Настроилась приставка за терпимое время.,,Скорость настройки,настроилась приставка за терпимое время,Первый опыт,"Настройка устройства (процесс, инструкция, UX)",1,Первый опыт,Удобная настройка устройства
396255149,Отличное от других управление. Привыкнуть надо.,С возлагаемой задачей справляется. Настроилась приставка за терпимое время.,,Управление,"отличное от других управление, привыкнуть надо",Системная производительность и управление устройством,Управление с пульта,-1,Системная производительность и управление устройством,Проблемы с управлением с пульта
396243847,,"Конкретно у меня с отличной скоростью интернета через wi-fi все хорошо. Rutube, vk video и кинотеатры летают. Качество изображения замечательное и все очень удобно. Очень доволен. Приставка первая, сравнивать не с чем)",,Скорость интернет-соединения (wi-fi),с отличной скоростью интернета через wi-fi все хорошо,Просмотр онлайн-контента,Интернет-соединение при просмотре онлайн-контента,1,Просмотр онлайн-контента,Стабильное интернет-соединение при просмотре онлайн-контента
396243847,,"Конкретно у меня с отличной скоростью интернета через wi-fi все хорошо. Rutube, vk video и кинотеатры летают. Качество изображения замечательное и все очень удобно. Очень доволен. Приставка первая, сравнивать не с чем)",,Работа стриминговых сервисов,"Rutube, vk video и кинотеатры летают",Просмотр онлайн-контента,Воспроизведение онлайн-контента,1,Просмотр онлайн-контента,Стабильное воспроизведение онлайн-контента
396243847,,"Конкретно у меня с отличной скоростью интернета через wi-fi все хорошо. Rutube, vk video и кинотеатры летают. Качество изображения замечательное и все очень удобно. Очень доволен. Приставка первая, сравнивать не с чем)",,Качество изображения,качество изображения замечательное,Первый опыт,HDR и качество изображения,1,Первый опыт,Положительная оценка качества изображения
396243847,,"Конкретно у меня с отличной скоростью интернета через wi-fi все хорошо. Rutube, vk video и кинотеатры летают. Качество изображения замечательное и все очень удобно. Очень доволен. Приставка первая, сравнивать не с чем)",,Удобство использования,все очень удобно,Системная производительность и управление устройством,Навигация и логика интерфейса,1,Системная производительность и управление устройством,Удобная навигация и логика интерфейса
396109130,Нет,Лёгкая настройка через Сбер ID.,"Мне удобнее когда кнопки на пульте уменьшения/увеличения звука расположены спереди, а не сбоку. Возможность поиска пульта порадовала.",Расположение кнопок на пульте,"кнопки увеличения/уменьшения громкости расположены сбоку, неудобно",Системная производительность и управление устройством,Управление с пульта,-1,Системная производительность и управление устройством,Проблемы с управлением с пульта
396109130,Нет,Лёгкая настройка через Сбер ID.,"Мне удобнее когда кнопки на пульте уменьшения/увеличения звука расположены спереди, а не сбоку. Возможность поиска пульта порадовала.",Функция поиска пульта,порадовала возможность поиска пульта,Системная производительность и управление устройством,Управление с пульта,1,Системная производительность и управление устройством,Удобное управление с пульта
396109130,Нет,Лёгкая настройка через Сбер ID.,"Мне удобнее когда кнопки на пульте уменьшения/увеличения звука расположены спереди, а не сбоку. Возможность поиска пульта порадовала.",Настройка устройства,лёгкая настройка через Сбер ID,Первый опыт,"Настройка устройства (процесс, инструкция, UX)",1,Первый опыт,Удобная настройка устройства
396019612,,Хорошо упаковано. Работает отлично.,,Упаковка,Хорошо упаковано,Доставка/распаковка,Состояние упаковки,1,Доставка/распаковка,Хорошее состояние упаковки
396019612,,Хорошо упаковано. Работает отлично.,,Стабильность работы,Работает отлично,Системная производительность и управление устройством,Стабильность системы,1,Системная производительность и управление устройством,Стабильная работа системы
395825163,критических нет,"Качественный аппарат, полная комплектация, поиск пульта, подключение кабеля напрямую.","Это моя вторая приставка, первая предыдущего поколения. В сравнении с ней побыстрее работает интерфейс, конфигурация пульта интересная, например, кнопки громкости с правого бока и ""быстрые"" кнопки доступа в онлайн кинотеатры и главное меню. Подключается легко, но теперь ещё и в розетку (блок, кабель type c в комплекте). Покупкой доволен.",Скорость интерфейса,интерфейс побыстрее работает,Системная производительность и управление устройством,Производительность системы,1,Системная производительность и управление устройством,Высокая производительность системы
395825163,критических нет,"Качественный аппарат, полная комплектация, поиск пульта, подключение кабеля напрямую.","Это моя вторая приставка, первая предыдущего поколения. В сравнении с ней побыстрее работает интерфейс, конфигурация пульта интересная, например, кнопки громкости с правого бока и ""быстрые"" кнопки доступа в онлайн кинотеатры и главное меню. Подключается легко, но теперь ещё и в розетку (блок, кабель type c в комплекте). Покупкой доволен.",Комплектация,полная комплектация,Доставка/распаковка,Комплектация и соответствие товара,1,Доставка/распаковка,Полная и корректная комплектация товара
395825163,критических нет,"Качественный аппарат, полная комплектация, поиск пульта, подключение кабеля напрямую.","Это моя вторая приставка, первая предыдущего поколения. В сравнении с ней побыстрее работает интерфейс, конфигурация пульта интересная, например, кнопки громкости с правого бока и ""быстрые"" кнопки доступа в онлайн кинотеатры и главное меню. Подключается легко, но теперь ещё и в розетку (блок, кабель type c в комплекте). Покупкой доволен.",Подключение,подключается легко,Первый опыт,Подключение интернета при первичной настройке,1,Первый опыт,Успешное подключение интернета при настройке
395825163,критических нет,"Качественный аппарат, полная комплектация, поиск пульта, подключение кабеля напрямую.","Это моя вторая приставка, первая предыдущего поколения. В сравнении с ней побыстрее работает интерфейс, конфигурация пульта интересная, например, кнопки громкости с правого бока и ""быстрые"" кнопки доступа в онлайн кинотеатры и главное меню. Подключается легко, но теперь ещё и в розетку (блок, кабель type c в комплекте). Покупкой доволен.",Кнопки управления,"конфигурация пульта интересная, удобные кнопки громкости и быстрого доступа",Системная производительность и управление устройством,Управление с пульта,1,Системная производительность и управление устройством,Удобное управление с пульта
395777663,,,"отлично работает, привыкли к интерфейсу и теперь типа так и должно быть!",Стабильность работы,отлично работает,Системная производительность и управление устройством,Стабильность системы,1,Системная производительность и управление устройством,Стабильная работа системы
395777663,,,"отлично работает, привыкли к интерфейсу и теперь типа так и должно быть!",Интерфейс,привыкли к интерфейсу,Системная производительность и управление устройством,Навигация и логика интерфейса,1,Системная производительность и управление устройством,Удобная навигация и логика интерфейса
387477082,иногда долго грузится,возможность установки разных приложений,,Функциональность (установка приложений),возможность установки разных приложений,Приложения и каталог приложений,Установка приложений,1,Приложения и каталог приложений,Успешная установка приложений
387477082,иногда долго грузится,возможность установки разных приложений,,Скорость загрузки,иногда долго грузится,Системная производительность и управление устройством,Производительность системы,-1,Системная производительность и управление устройством,Низкая производительность системы
395345016,,работает лучше чем телевизор со встроеным салютом покупкой доволен беру уже второй,,Функциональность,работает лучше чем телевизор со встроенным Салютом,Системная производительность и управление устройством,Производительность системы,1,Системная производительность и управление устройством,Высокая производительность системы
395276128,не выявил,"Удобно, всё понятно",Работает по вай-фаю,Удобство использования,"удобно, всё понятно",Системная производительность и управление устройством,Навигация и логика интерфейса,1,Системная производительность и управление устройством,Удобная навигация и логика интерфейса
388354649,Не обнаружил,"Габариты, простота настройки","Все отлично, особенно когда в поездках. Главное чтобы был интернет.",Габариты,габариты удобные,Выбор и покупка,Внешний вид и ощущение качества,1,Выбор и покупка,Положительная оценка внешнего вида и сборки
